engine_size,mileage,doors,owner_count,horsepower,car_age,brand_ford,brand_honda,brand_hyundai,brand_tesla,fuel_type_electric,fuel_type_hybrid,fuel_type_petrol,transmission_manual,mileage_per_year,hp_per_engine,age_x_mileage,multi_owner,is_new_car,price
4,109194,4,2,177,2,0,0,1,0,0,0,1,0,54597.0,44.25,218388,0,1,53028
3,116417,4,3,373,16,0,0,1,0,0,0,1,0,7276.06,124.33,1862672,1,0,48565
2,140383,3,3,201,9,0,0,0,0,0,0,0,0,15598.11,100.5,1263447,1,0,46029
4,61888,3,4,267,20,1,0,0,0,0,0,1,1,3094.4,66.75,1237760,1,0,49116
2,46616,4,1,116,16,0,1,0,0,0,0,0,1,2913.5,58.0,745856,0,0,37772
4,188206,3,1,297,13,0,0,1,0,1,0,0,0,14477.38,74.25,2446678,0,0,50185
2,11083,2,3,314,8,0,0,0,0,0,1,0,0,1385.38,157.0,88664,1,0,53302
2,148670,3,4,272,13,0,0,0,0,0,0,1,1,11436.15,136.0,1932710,1,0,40004
2,87476,2,3,330,10,0,0,0,0,0,1,0,0,8747.6,165.0,874760,1,0,50283
4,97416,2,3,247,20,0,0,0,0,0,0,0,0,4870.8,61.75,1948320,1,0,46869
1,7580,3,2,93,8,1,0,0,0,1,0,0,0,947.5,93.0,60640,0,0,39822
1,127834,3,4,244,2,0,1,0,0,1,0,0,0,63917.0,244.0,255668,1,1,42507
4,117148,4,1,343,18,0,0,0,0,1,0,0,0,6508.22,85.75,2108664,0,0,56590
1,193467,3,1,330,4,0,0,0,1,0,1,0,1,48366.75,330.0,773868,0,0,48179
3,47321,3,1,355,16,0,0,1,0,0,0,0,0,2957.56,118.33,757136,0,0,56944
3,14386,3,3,70,13,1,0,0,0,0,0,1,0,1106.62,23.33,187018,1,0,43739
3,58171,2,4,155,7,0,0,0,0,0,0,1,1,8310.14,51.67,407197,1,0,43489
3,155594,2,2,138,17,0,0,1,0,0,0,0,1,9152.59,46.0,2645098,0,0,37088
1,150707,2,1,100,10,0,0,0,0,0,1,0,1,15070.7,100.0,1507070,0,0,35093
3,136743,4,4,267,6,0,0,0,0,0,0,1,1,22790.5,89.0,820458,1,0,51035
2,38545,4,1,160,2,0,0,0,0,0,0,0,0,19272.5,80.0,77090,0,1,53652
3,190151,4,2,85,14,0,0,0,1,0,0,1,0,13582.21,28.33,2662114,0,0,35402
1,31855,2,4,379,2,0,0,0,0,1,0,0,0,15927.5,379.0,63710,1,1,53480
3,40790,3,3,345,2,0,0,0,0,0,0,1,0,20395.0,115.0,81580,1,1,60679
1,56012,4,3,231,10,0,0,0,1,0,1,0,1,5601.2,231.0,560120,1,0,39468
2,122827,4,1,261,16,1,0,0,0,0,0,0,1,7676.69,130.5,1965232,0,0,38002
1,19260,2,1,220,16,0,0,0,0,0,1,0,0,1203.75,220.0,308160,0,0,41571
1,6074,4,4,182,13,0,0,0,1,0,0,0,0,467.23,182.0,78962,1,0,38018
4,178748,3,2,342,11,0,0,1,0,1,0,0,0,16249.82,85.5,1966228,0,0,57599
2,145547,2,1,245,15,0,0,0,0,0,0,0,0,9703.13,122.5,2183205,0,0,39703
4,151192,2,4,218,6,0,0,0,0,0,0,1,1,25198.67,54.5,907152,1,0,55040
4,159219,3,2,247,5,0,0,0,0,0,0,1,0,31843.8,61.75,796095,0,0,60238
3,6986,3,1,292,4,1,0,0,0,1,0,0,1,1746.5,97.33,27944,0,0,62639
1,168502,3,1,328,13,1,0,0,0,0,0,0,1,12961.69,328.0,2190526,0,0,37623
2,60479,4,4,342,13,0,0,1,0,1,0,0,1,4652.23,171.0,786227,1,0,45690
4,135833,3,1,258,12,0,0,0,0,0,0,1,1,11319.42,64.5,1629996,0,0,52299
2,7176,2,3,375,19,0,0,0,0,0,1,0,0,377.68,187.5,136344,1,0,48469
1,89258,3,2,159,6,1,0,0,0,1,0,0,0,14876.33,159.0,535548,0,0,38805
3,120188,2,2,331,3,0,0,0,0,0,1,0,0,40062.67,110.33,360564,0,1,56977
4,89153,2,3,225,18,1,0,0,0,0,1,0,0,4952.94,56.25,1604754,1,0,49063
4,197990,4,4,269,4,0,0,0,1,0,0,0,1,49497.5,67.25,791960,1,0,51515
1,163187,3,3,124,17,1,0,0,0,1,0,0,1,9599.24,124.0,2774179,1,0,27938
3,82442,4,3,323,17,0,0,0,0,0,1,0,1,4849.53,107.67,1401514,1,0,49176
1,45002,3,2,242,7,0,1,0,0,0,1,0,0,6428.86,242.0,315014,0,0,45163
1,62124,3,4,269,12,0,0,1,0,0,0,0,1,5177.0,269.0,745488,1,0,41511
4,142682,3,1,171,12,0,0,1,0,0,0,0,1,11890.17,42.75,1712184,0,0,47419
2,54752,3,3,354,3,0,0,0,0,0,0,1,1,18250.67,177.0,164256,1,1,57420
2,83947,3,3,220,11,1,0,0,0,0,1,0,1,7631.55,110.0,923417,1,0,43160
1,123972,2,4,180,17,0,0,0,0,0,0,1,0,7292.47,180.0,2107524,1,0,26557
4,79716,2,3,335,9,1,0,0,0,0,1,0,1,8857.33,83.75,717444,1,0,60480
4,184065,3,4,160,13,0,0,0,0,0,0,1,1,14158.85,40.0,2392845,1,0,44007
3,15073,2,1,246,19,0,0,1,0,0,0,0,0,793.32,82.0,286387,0,0,47780
4,42251,4,4,300,8,1,0,0,0,1,0,0,0,5281.38,75.0,338008,1,0,60952
1,101496,4,1,98,5,0,0,1,0,0,0,0,0,20299.2,98.0,507480,0,0,36028
2,43897,4,4,370,19,0,0,0,0,0,0,1,1,2310.37,185.0,834043,1,0,49777
2,186978,3,3,264,10,0,0,1,0,0,0,1,1,18697.8,132.0,1869780,1,0,37919
1,56616,3,1,376,11,0,0,1,0,1,0,0,1,5146.91,376.0,622776,0,0,46684
2,9482,2,3,308,6,0,1,0,0,0,1,0,1,1580.33,154.0,56892,1,0,58188
4,112990,2,1,336,4,0,1,0,0,0,0,1,0,28247.5,84.0,451960,0,0,67906
1,175646,2,4,283,13,0,0,0,1,0,0,1,1,13511.23,283.0,2283398,1,0,31431
2,48284,4,4,151,3,0,1,0,0,0,0,1,1,16094.67,75.5,144852,1,1,47885
1,77932,4,4,197,12,0,0,1,0,1,0,0,0,6494.33,197.0,935184,1,0,36005
2,12338,4,2,331,13,0,0,0,0,0,0,0,0,949.08,165.5,160394,0,0,47239
4,178790,4,2,136,7,0,0,1,0,0,0,1,0,25541.43,34.0,1251530,0,0,47885
2,148572,2,1,131,3,0,0,0,0,1,0,0,1,49524.0,65.5,445716,0,1,47973
2,147617,3,2,202,9,0,0,0,0,0,0,1,1,16401.89,101.0,1328553,0,0,44804
4,66480,3,4,206,2,0,1,0,0,0,1,0,1,33240.0,51.5,132960,1,1,55721
1,141313,4,2,97,7,1,0,0,0,1,0,0,1,20187.57,97.0,989191,0,0,31527
2,158893,3,2,280,4,0,0,0,0,0,0,1,1,39723.25,140.0,635572,0,0,52141
2,9695,3,3,274,18,0,1,0,0,1,0,0,0,538.61,137.0,174510,1,0,42850
3,19318,3,1,322,14,0,1,0,0,0,0,1,0,1379.86,107.33,270452,0,0,53288
5,55934,4,1,107,4,1,0,0,0,0,0,0,1,13983.5,21.4,223736,0,0,59895
4,158403,2,1,112,9,0,0,0,0,0,0,1,1,17600.33,28.0,1425627,0,0,48002
2,126282,2,2,186,12,0,0,1,0,1,0,0,1,10523.5,93.0,1515384,0,0,38367
4,188744,3,4,259,6,0,0,0,1,0,1,0,1,31457.33,64.75,1132464,1,0,50557
1,96891,2,3,115,3,0,0,0,1,0,1,0,1,32297.0,115.0,290673,1,1,42696
1,73754,2,1,235,8,0,0,1,0,0,1,0,0,9219.25,235.0,590032,0,0,42171
1,90677,4,2,374,13,0,1,0,0,0,0,1,0,6975.15,374.0,1178801,0,0,44292
2,107320,4,4,272,7,0,0,0,0,0,0,0,0,15331.43,136.0,751240,1,0,44564
3,138909,3,3,302,13,0,1,0,0,0,0,1,1,10685.31,100.67,1805817,1,0,45510
3,130261,3,3,314,7,0,0,0,0,0,1,0,1,18608.71,104.67,911827,1,0,53368
4,110338,3,1,278,14,0,1,0,0,1,0,0,0,7881.29,69.5,1544732,0,0,54129
3,45077,4,1,317,9,0,1,0,0,0,1,0,0,5008.56,105.67,405693,0,0,57323
3,84915,2,4,364,10,0,0,1,0,1,0,0,1,8491.5,121.33,849150,1,0,55336
1,140311,4,2,396,10,0,0,1,0,0,0,0,0,14031.1,396.0,1403110,0,0,44325
1,34669,4,4,227,8,0,0,1,0,1,0,0,0,4333.62,227.0,277352,1,0,39632
3,53624,2,1,70,3,0,0,0,1,0,0,1,1,17874.67,23.33,160872,0,1,49778
2,80147,2,4,286,19,0,0,0,0,0,0,1,0,4218.26,143.0,1522793,1,0,39685
4,140222,3,2,318,6,0,0,1,0,0,0,1,0,23370.33,79.5,841332,0,0,60013
1,147181,2,3,138,3,0,0,0,0,1,0,0,0,49060.33,138.0,441543,1,1,38765
1,162088,2,3,99,6,0,0,0,1,0,0,1,1,27014.67,99.0,972528,1,0,33014
2,148008,2,3,184,2,1,0,0,0,0,0,1,0,74004.0,92.0,296016,1,1,45422
1,147108,2,3,77,9,0,0,0,0,0,0,1,0,16345.33,77.0,1323972,1,0,30753
1,175308,3,1,344,8,0,0,0,0,0,0,0,0,21913.5,344.0,1402464,0,0,40999
3,150093,3,1,384,10,0,0,1,0,1,0,0,1,15009.3,128.0,1500930,0,0,60254
1,41943,2,2,105,16,1,0,0,0,1,0,0,1,2621.44,105.0,671088,0,0,33344
3,118694,2,2,380,20,1,0,0,0,0,1,0,0,5934.7,126.67,2373880,0,0,50519
2,186088,3,2,113,18,0,0,0,1,1,0,0,1,10338.22,56.5,3349584,0,0,27123
1,159316,3,2,224,2,1,0,0,0,0,0,0,0,79658.0,224.0,318632,0,1,45446
2,199099,2,4,146,14,0,0,0,0,1,0,0,1,14221.36,73.0,2787386,1,0,28267
4,128351,4,2,147,9,0,0,1,0,0,0,0,1,14261.22,36.75,1155159,0,0,50180
2,43985,3,3,170,6,1,0,0,0,0,0,0,0,7330.83,85.0,263910,1,0,49287
4,137574,3,3,99,16,0,0,0,1,1,0,0,0,8598.38,24.75,2201184,1,0,39997
1,58836,3,3,108,6,0,0,0,0,0,1,0,0,9806.0,108.0,353016,1,0,37530
4,104714,2,4,308,13,0,1,0,0,0,0,1,1,8054.92,77.0,1361282,1,0,52212
1,8770,2,2,82,11,0,1,0,0,0,0,1,0,797.27,82.0,96470,0,0,38660
3,47865,3,3,191,5,0,0,0,0,1,0,0,1,9573.0,63.67,239325,1,0,52824
3,58811,2,3,213,13,0,0,0,1,1,0,0,1,4523.92,71.0,764543,1,0,48558
4,9001,2,3,241,20,0,0,0,0,0,0,0,0,450.05,60.25,180020,1,0,49490
2,65848,3,3,316,9,0,0,1,0,1,0,0,1,7316.44,158.0,592632,1,0,51616
1,57635,2,1,316,16,0,0,1,0,0,0,0,0,3602.19,316.0,922160,0,0,41025
1,25946,4,2,114,18,0,1,0,0,0,1,0,1,1441.44,114.0,467028,0,0,31366
4,100852,2,2,322,20,1,0,0,0,1,0,0,0,5042.6,80.5,2017040,0,0,52449
3,96103,2,4,360,17,0,0,0,1,0,0,1,1,5653.12,120.0,1633751,1,0,49121
4,48744,3,1,276,13,0,1,0,0,0,0,1,1,3749.54,69.0,633672,0,0,57722
1,122729,3,4,76,18,1,0,0,0,1,0,0,0,6818.28,76.0,2209122,1,0,26591
2,175231,4,3,311,11,1,0,0,0,0,0,0,1,15930.09,155.5,1927541,1,0,40568
1,28671,2,4,179,19,0,0,1,0,0,0,1,0,1509.0,179.0,544749,1,0,27636
4,152522,4,3,183,10,0,0,0,0,0,0,0,1,15252.2,45.75,1525220,1,0,48770
3,150980,4,3,376,11,0,0,0,0,1,0,0,1,13725.45,125.33,1660780,1,0,51074
4,193347,3,2,371,7,0,0,0,0,1,0,0,1,27621.0,92.75,1353429,0,0,62221
2,180430,2,2,345,14,0,0,1,0,0,0,1,0,12887.86,172.5,2526020,0,0,40402
3,185119,3,2,165,19,1,0,0,0,1,0,0,0,9743.11,55.0,3517261,0,0,32317
3,171590,4,2,363,12,0,0,0,1,0,1,0,0,14299.17,121.0,2059080,0,0,52593
2,62813,4,2,258,5,0,0,0,0,0,1,0,0,12562.6,129.0,314065,0,0,52483
4,101748,3,1,357,8,1,0,0,0,0,0,1,0,12718.5,89.25,813984,0,0,65616
4,142878,3,2,223,12,0,0,0,0,0,1,0,1,11906.5,55.75,1714536,0,0,52604
4,109733,3,4,127,17,0,0,0,0,0,0,0,1,6454.88,31.75,1865461,1,0,41548
4,176963,3,3,119,11,0,0,0,0,0,0,1,0,16087.55,29.75,1946593,1,0,40419
2,131865,3,2,276,9,0,0,0,1,0,0,1,1,14651.67,138.0,1186785,0,0,42716
2,88551,4,1,121,4,0,0,1,0,0,0,0,1,22137.75,60.5,354204,0,0,41948
4,134335,3,4,219,7,0,0,0,1,0,1,0,1,19190.71,54.75,940345,1,0,57537
1,44220,2,4,122,7,0,1,0,0,0,1,0,1,6317.14,122.0,309540,1,0,36406
3,22158,4,3,282,19,1,0,0,0,0,1,0,0,1166.21,94.0,421002,1,0,51553
3,85992,4,4,135,10,0,0,1,0,0,0,1,1,8599.2,45.0,859920,1,0,47879
3,163660,2,4,301,5,0,0,1,0,0,0,1,0,32732.0,100.33,818300,1,0,54963
5,67576,2,4,368,2,0,0,1,0,0,1,0,0,33788.0,73.6,135152,1,1,67918
2,93027,4,4,220,15,0,0,1,0,1,0,0,1,6201.8,110.0,1395405,1,0,38877
2,160260,3,1,274,2,0,0,0,1,0,1,0,0,80130.0,137.0,320520,0,1,50892
1,63830,4,3,389,16,0,0,1,0,0,0,0,1,3989.38,389.0,1021280,1,0,44890
2,140091,4,2,324,17,0,0,0,0,0,0,1,1,8240.65,162.0,2381547,0,0,42288
2,17419,2,4,206,6,1,0,0,0,0,0,0,1,2903.17,103.0,104514,1,0,48387
2,38697,4,1,204,17,0,0,1,0,0,0,0,0,2276.29,102.0,657849,0,0,39389
4,89932,3,3,123,11,1,0,0,0,0,0,1,0,8175.64,30.75,989252,1,0,44728
4,124712,2,2,134,18,0,0,0,0,1,0,0,0,6928.44,33.5,2244816,0,0,44962
1,100428,4,3,71,16,0,0,0,0,0,1,0,1,6276.75,71.0,1606848,1,0,26680
2,144045,4,1,201,15,1,0,0,0,0,0,0,1,9603.0,100.5,2160675,0,0,39206
4,91649,3,1,101,13,0,0,0,0,0,0,1,1,7049.92,25.25,1191437,0,0,47253
1,127649,4,1,312,14,0,1,0,0,0,0,0,0,9117.79,312.0,1787086,0,0,40820
1,16136,4,4,261,11,0,0,0,0,0,1,0,1,1466.91,261.0,177496,1,0,44455
1,89739,4,1,211,15,0,0,0,0,1,0,0,1,5982.6,211.0,1346085,0,0,34819
3,67502,4,2,217,7,0,0,0,1,1,0,0,0,9643.14,72.33,472514,0,0,54368
1,167357,3,4,158,17,0,0,0,0,1,0,0,0,9844.53,158.0,2845069,1,0,26532
4,28039,4,3,118,8,0,0,1,0,0,0,1,0,3504.88,29.5,224312,1,0,52648
2,71720,4,2,205,4,0,0,0,1,0,0,1,1,17930.0,102.5,286880,0,0,49058
3,128168,4,4,260,14,0,0,0,1,1,0,0,1,9154.86,86.67,1794352,1,0,44304
2,93263,2,1,218,17,0,0,0,0,0,1,0,1,5486.06,109.0,1585471,0,0,39367
2,64155,3,3,156,7,0,0,0,0,0,1,0,0,9165.0,78.0,449085,1,0,47365
3,21911,2,1,77,18,0,0,0,0,0,0,1,0,1217.28,25.67,394398,0,0,41790
4,5916,2,2,292,16,1,0,0,0,1,0,0,0,369.75,73.0,94656,0,0,53576
4,64052,3,2,85,5,0,1,0,0,0,1,0,0,12810.4,21.25,320260,0,0,53795
3,22790,2,4,365,17,0,0,0,1,0,1,0,1,1340.59,121.67,387430,1,0,54247
4,141278,2,2,175,19,1,0,0,0,0,1,0,1,7435.68,43.75,2684282,0,0,41962
4,126937,2,3,352,3,1,0,0,0,0,0,1,1,42312.33,88.0,380811,1,1,65223
4,90053,3,4,173,2,0,0,1,0,1,0,0,1,45026.5,43.25,180106,1,1,54567
1,54950,4,3,215,2,0,1,0,0,0,0,0,1,27475.0,215.0,109900,1,1,44066
1,121211,3,1,104,4,1,0,0,0,1,0,0,1,30302.75,104.0,484844,0,0,37431
1,61361,3,3,182,7,1,0,0,0,1,0,0,1,8765.86,182.0,429527,1,0,42161
3,66451,3,3,377,2,0,1,0,0,0,0,1,1,33225.5,125.67,132902,1,1,63822
2,42696,2,2,122,8,0,1,0,0,0,1,0,0,5337.0,61.0,341568,0,0,45462
2,107395,4,1,150,9,1,0,0,0,0,1,0,0,11932.78,75.0,966555,0,0,45146
4,129121,3,2,173,15,0,1,0,0,0,0,1,1,8608.07,43.25,1936815,0,0,48317
4,51728,3,1,391,17,1,0,0,0,0,0,1,0,3042.82,97.75,879376,0,0,63143
4,60401,4,1,311,2,1,0,0,0,0,0,1,1,30200.5,77.75,120802,0,1,69974
2,30103,4,3,100,5,0,0,1,0,0,0,1,1,6020.6,50.0,150515,1,0,43654
3,170335,4,2,386,8,0,0,0,0,0,0,1,0,21291.88,128.67,1362680,0,0,56616
2,55044,2,3,261,17,1,0,0,0,0,0,0,1,3237.88,130.5,935748,1,0,40519
1,62730,4,3,302,4,0,0,0,0,1,0,0,1,15682.5,302.0,250920,1,0,51960
1,30825,2,3,167,20,0,0,0,1,1,0,0,1,1541.25,167.0,616500,1,0,33526
2,42271,3,1,103,3,0,0,0,0,1,0,0,1,14090.33,51.5,126813,0,1,46737
2,82256,2,2,312,4,0,0,0,0,0,1,0,1,20564.0,156.0,329024,0,0,54093
4,182804,4,2,128,6,0,0,0,0,0,0,0,1,30467.33,32.0,1096824,0,0,46596
1,71433,2,3,328,10,0,0,1,0,1,0,0,1,7143.3,328.0,714330,1,0,43468
3,106999,4,1,86,8,1,0,0,0,0,1,0,0,13374.88,28.67,855992,0,0,44665
3,28572,2,2,147,20,0,0,1,0,0,0,0,0,1428.6,49.0,571440,0,0,41073
2,43546,3,4,275,4,1,0,0,0,0,0,0,1,10886.5,137.5,174184,1,0,52581
3,151222,2,2,371,15,0,0,1,0,0,1,0,0,10081.47,123.67,2268330,0,0,46554
2,59165,3,3,235,17,0,0,1,0,0,0,0,1,3480.29,117.5,1005805,1,0,37167
3,68690,4,4,360,5,0,0,0,1,0,1,0,1,13738.0,120.0,343450,1,0,61361
2,189736,3,1,181,6,0,0,0,0,1,0,0,1,31622.67,90.5,1138416,0,0,41579
1,41948,4,4,386,6,0,0,1,0,0,1,0,1,6991.33,386.0,251688,1,0,52241
1,173102,4,4,214,15,0,0,0,1,0,0,0,0,11540.13,214.0,2596530,1,0,30900
3,32007,3,3,225,6,0,1,0,0,1,0,0,0,5334.5,75.0,192042,1,0,52945
4,105819,3,2,247,7,0,0,0,0,1,0,0,0,15117.0,61.75,740733,0,0,60584
2,96207,2,1,205,10,0,0,1,0,0,0,1,0,9620.7,102.5,962070,0,0,41817
3,81772,2,4,384,14,0,0,0,0,0,0,1,1,5840.86,128.0,1144808,1,0,55876
3,27024,3,3,87,12,0,1,0,0,0,0,0,0,2252.0,29.0,324288,1,0,43669
4,175456,3,2,224,5,0,1,0,0,0,1,0,1,35091.2,56.0,877280,0,0,53973
4,87912,3,4,341,16,0,0,0,1,0,1,0,1,5494.5,85.25,1406592,1,0,51361
3,154229,3,3,335,11,0,1,0,0,0,0,0,0,14020.82,111.67,1696519,1,0,46847
3,90481,4,3,85,3,0,0,0,0,1,0,0,1,30160.33,28.33,271443,1,1,48096
4,93553,3,3,81,18,0,0,1,0,0,0,0,0,5197.39,20.25,1683954,1,0,41855
2,137828,3,1,144,8,0,0,1,0,0,0,0,0,17228.5,72.0,1102624,0,0,41508
2,107488,3,2,281,10,0,0,0,0,1,0,0,0,10748.8,140.5,1074880,0,0,48693
1,101741,3,4,248,4,0,0,0,1,0,1,0,0,25435.25,248.0,406964,1,0,41355
4,194123,4,2,198,8,0,0,0,0,0,0,0,0,24265.38,49.5,1552984,0,0,47298
4,83210,2,2,352,15,0,1,0,0,0,1,0,1,5547.33,88.0,1248150,0,0,58232
1,179166,2,4,264,4,0,0,0,0,0,0,0,0,44791.5,264.0,716664,1,0,37346
3,140607,2,2,337,8,0,0,0,0,1,0,0,0,17575.88,112.33,1124856,0,0,56620
2,192107,2,1,99,2,0,0,1,0,1,0,0,1,96053.5,49.5,384214,0,1,46071
1,52367,2,4,78,2,0,1,0,0,0,0,1,0,26183.5,78.0,104734,1,1,37139
4,153190,4,4,378,11,0,0,0,0,1,0,0,0,13926.36,94.5,1685090,1,0,56893
1,195884,2,3,379,18,0,0,0,1,0,0,1,1,10882.44,379.0,3525912,1,0,39525
1,64884,4,2,234,7,0,0,0,0,0,0,0,1,9269.14,234.0,454188,0,0,43023
3,149352,4,4,262,2,0,0,0,0,0,1,0,0,74676.0,87.33,298704,1,1,53570
4,150818,2,4,374,16,0,0,0,0,1,0,0,1,9426.12,93.5,2413088,1,0,50036
1,107572,2,1,329,16,0,0,1,0,1,0,0,0,6723.25,329.0,1721152,0,0,37401
3,58251,2,3,261,4,0,0,0,0,1,0,0,1,14562.75,87.0,233004,1,0,56728
3,89821,3,4,148,11,0,1,0,0,0,0,0,0,8165.55,49.33,988031,1,0,41211
1,88583,4,1,248,16,0,0,0,0,0,0,1,0,5536.44,248.0,1417328,0,0,36141
1,15207,2,4,160,17,0,0,0,0,0,0,0,0,894.53,160.0,258519,1,0,31205
3,32757,3,4,284,15,0,0,0,0,0,1,0,1,2183.8,94.67,491355,1,0,51337
2,152298,4,4,148,17,0,0,1,0,0,0,0,0,8958.71,74.0,2589066,1,0,27019
4,197479,3,1,172,14,0,0,0,1,0,1,0,1,14105.64,43.0,2764706,0,0,43731
4,163278,3,2,180,14,1,0,0,0,1,0,0,0,11662.71,45.0,2285892,0,0,44969
4,156328,2,4,383,3,0,0,0,0,0,1,0,0,52109.33,95.75,468984,1,1,66683
2,38822,4,4,316,18,0,0,1,0,0,1,0,0,2156.78,158.0,698796,1,0,40172
4,46340,3,2,303,20,0,0,1,0,0,0,1,0,2317.0,75.75,926800,0,0,53865
2,188306,4,4,151,17,0,0,0,1,0,1,0,0,11076.82,75.5,3201202,1,0,32725
2,48351,2,3,201,15,0,0,0,0,0,1,0,1,3223.4,100.5,725265,1,0,40777
1,111311,4,4,304,12,0,0,1,0,0,0,0,1,9275.92,304.0,1335732,1,0,38154
1,184743,3,3,347,7,0,0,1,0,1,0,0,1,26391.86,347.0,1293201,1,0,44098
3,80320,3,2,168,9,0,0,1,0,0,0,0,0,8924.44,56.0,722880,0,0,47891
2,107565,4,1,107,17,0,0,1,0,0,0,0,0,6327.35,53.5,1828605,0,0,32549
1,171229,3,2,230,9,0,1,0,0,1,0,0,1,19025.44,230.0,1541061,0,0,41405
3,24937,3,4,186,11,0,1,0,0,1,0,0,0,2267.0,62.0,274307,1,0,50944
2,190362,3,3,310,14,0,0,0,0,0,1,0,0,13597.29,155.0,2665068,1,0,34893
3,182779,2,1,95,18,0,0,0,0,0,1,0,0,10154.39,31.67,3290022,0,0,30467
2,16219,2,4,205,7,0,0,1,0,0,0,1,1,2317.0,102.5,113533,1,0,45735
4,14399,3,1,119,11,0,0,0,1,0,0,0,1,1309.0,29.75,158389,0,0,52798
4,131733,4,1,363,5,0,0,0,0,1,0,0,1,26346.6,90.75,658665,0,0,61221
2,163729,2,4,367,5,0,0,0,1,0,1,0,1,32745.8,183.5,818645,1,0,50448
2,25047,4,2,362,11,0,0,0,0,1,0,0,1,2277.0,181.0,275517,0,0,52850
2,90693,3,4,223,8,0,0,0,0,0,1,0,0,11336.62,111.5,725544,1,0,43554
4,105931,3,4,289,15,0,0,1,0,0,0,1,0,7062.07,72.25,1588965,1,0,50321
2,180963,4,2,209,9,0,0,1,0,0,0,1,0,20107.0,104.5,1628667,0,0,38999
1,142852,2,3,118,12,1,0,0,0,1,0,0,0,11904.33,118.0,1714224,1,0,32235
1,32050,4,4,211,8,0,0,0,1,0,0,1,1,4006.25,211.0,256400,1,0,39589
2,78551,4,1,115,17,0,0,0,0,1,0,0,1,4620.65,57.5,1335367,0,0,38930
2,73666,3,4,232,10,0,0,0,0,0,1,0,0,7366.6,116.0,736660,1,0,47770
4,87016,2,4,354,3,0,1,0,0,0,0,0,1,29005.33,88.5,261048,1,1,64103
1,118135,4,1,337,10,1,0,0,0,0,0,1,0,11813.5,337.0,1181350,0,0,45017
2,58010,2,2,185,17,0,1,0,0,0,1,0,0,3412.35,92.5,986170,0,0,39287
4,43165,3,3,151,3,0,1,0,0,0,0,0,0,14388.33,37.75,129495,1,1,55372
4,16528,2,3,113,20,0,1,0,0,0,0,0,0,826.4,28.25,330560,1,0,46225
2,125840,3,1,263,14,0,0,0,1,0,0,0,1,8988.57,131.5,1761760,0,0,41380
2,185680,2,2,327,15,0,0,0,1,0,1,0,0,12378.67,163.5,2785200,0,0,42540
2,141986,4,4,342,6,0,0,0,0,0,1,0,1,23664.33,171.0,851916,1,0,46701
4,42136,3,4,343,3,0,0,0,0,1,0,0,0,14045.33,85.75,126408,1,1,66001
1,147251,4,4,347,10,0,1,0,0,0,0,0,0,14725.1,347.0,1472510,1,0,42061
4,91008,3,4,152,6,1,0,0,0,0,0,0,0,15168.0,38.0,546048,1,0,54478
3,17076,2,4,127,5,0,0,0,0,0,0,0,0,3415.2,42.33,85380,1,0,51961
3,128911,2,1,122,14,0,0,0,1,1,0,0,1,9207.93,40.67,1804754,0,0,39145
1,160855,3,4,70,11,1,0,0,0,0,0,0,0,14623.18,70.0,1769405,1,0,22753
2,121625,3,4,285,9,0,0,1,0,0,1,0,1,13513.89,142.5,1094625,1,0,46029
2,182788,3,2,386,7,0,0,0,1,0,0,0,0,26112.57,193.0,1279516,0,0,51082
1,55298,2,4,297,16,0,0,0,1,0,0,1,0,3456.12,297.0,884768,1,0,38884
3,59304,3,3,323,3,0,0,0,0,0,1,0,0,19768.0,107.67,177912,1,1,61175
4,84360,3,1,228,16,0,0,0,0,1,0,0,1,5272.5,57.0,1349760,0,0,53557
3,74835,4,1,356,18,0,0,0,0,0,0,0,0,4157.5,118.67,1347030,0,0,49841
3,117424,3,1,135,16,0,0,1,0,0,0,1,0,7339.0,45.0,1878784,0,0,39854
1,144190,4,3,378,4,0,0,1,0,1,0,0,0,36047.5,378.0,576760,1,0,48872
2,61911,4,4,164,2,0,0,0,1,1,0,0,0,30955.5,82.0,123822,1,1,49608
1,108088,4,1,322,2,0,1,0,0,0,1,0,0,54044.0,322.0,216176,0,1,50673
3,20185,2,3,219,9,0,0,0,0,1,0,0,1,2242.78,73.0,181665,1,0,54582
4,177864,4,2,92,12,0,0,0,0,1,0,0,1,14822.0,23.0,2134368,0,0,45612
3,55613,3,4,313,20,0,0,0,1,1,0,0,0,2780.65,104.33,1112260,1,0,47946
1,169999,2,3,284,3,1,0,0,0,1,0,0,0,56666.33,284.0,509997,1,1,43968
2,5386,2,4,200,17,0,1,0,0,0,0,0,1,316.82,100.0,91562,1,0,38250
3,35020,2,2,217,11,0,0,0,1,0,0,0,0,3183.64,72.33,385220,0,0,52067
2,47678,2,3,178,14,0,1,0,0,0,0,0,1,3405.57,89.0,667492,1,0,43781
4,66394,2,4,109,20,0,1,0,0,0,0,0,0,3319.7,27.25,1327880,1,0,39153
4,120377,2,3,190,4,0,1,0,0,0,0,1,0,30094.25,47.5,481508,1,0,57200
3,126716,2,1,364,19,0,0,0,1,0,0,0,1,6669.26,121.33,2407604,0,0,49034
2,192486,4,4,189,10,0,0,0,0,1,0,0,0,19248.6,94.5,1924860,1,0,37707
2,190888,3,3,87,12,0,0,0,0,0,0,0,1,15907.33,43.5,2290656,1,0,27113
